,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
413,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1002x164 at 0x749AAE196490>,أَفْواه شُهُودُ عيان، شَهِدا ما تحدثو عَنهُ وَقَد,,"""أَفْوَاهُ شُهُودٌ عِبَانٍ، شَهِدَا مَا تَحْدِثُونَهُ وَقَدْ""",,,
414,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1254x156 at 0x749AAE196A10>,رُوسِيا عَلَى مَتْنِ السَفِينَة يامال إِلَى القُطْبُ الشمالي.,,"""لَوْ نُرِّيَنَّ السَّمَاءَ بِمَا لَوْفَ الْمَرْضَىٰ أَشَدُّهُ إِلَّا مَعَهُ""",,,
415,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1105x106 at 0x749AAE196F90>,إِحْدَى نِقاباتِ التُجّارِ الطائِفِيَّةِ تَحْصُل مِن المُقاطَعَةِ أَو,,"""إِنْ حَدَّثَ بِقَبَائِلِ اتُّخَادِ الْطَّائِفَةِ تُحْصُلُ مِنْ المُظَاطِعَةِ أو""",,,
416,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1111x152 at 0x749AAE197510>,تَأْخُذ لُبِّ ما وَرَدَّ فِيها مِمّا يَخُصّ التارِيخ,,"""تَأْخُذُ لُبّ ما قَرَّرَ فيها مِقَا يُحْصَنَ التَّارِيخُ""",,,
417,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2498x268 at 0x749AAE197A90>,السَنَةِ الأُولَى الابتدائيه، وَيَنْتَهِي بِمُواجَهَةِ تاجِرَ تَأْشِيراتِ عتيد،,,"""اللهُ لا إلهَ إلاّ هوَ الحَيُّ الْقَيِّمُ، لا شريك لهُ في الخَلقِ.""",,,
418,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1058x138 at 0x749AAE1A0050>,وَمُخْتَلِف أَشْكالِ العَوَزِ وَالحاجَةُ ؛ كُلُّها مُعْطَياتِ تَدْفَع,,وَمُخْتَبِّ فِي أَشْكَالِ العَقْوَةِ وَالحاجَةِ : كُلُّهَا مُعْظِمَيْنِ تُذْفَعُ,,,
419,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=376x134 at 0x749AAE1A05D0>,عَلَيهِ طلعته.,,"""طلاعه عَليَا""",,,
420,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=832x150 at 0x749AAE1A0B50>,أَنَّكَ ستقول: اهذا نَصَّ حَمِيرِي,,"""آسف سلسلة: هذا نص خيري""",,,
421,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=940x165 at 0x749AAE1A10D0>,ما رَواهُ المُؤَرِّخُونَ عَن ذٰلِكَ التاريخ، وَأَنَّ ما,,"""ما رواه المُروُّون عن ذلك التاريخ، وأَنَّ ما""",,,
422,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=632x100 at 0x749AAE1A1690>,مِن عِمارَة التُرابِ مَوْضُوعِ الساعَة,,"""من إِمارة التُّربِ مَنْ ضُوعَ لِلسَّاعَة""",,,
423,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1914x244 at 0x749AAE1A1BD0>,لَكَوْكَب الأَرْضِ عَلَى عِدَّةٍ عَوامِلِ أَهَمُّها اِرْتِفاعِ عَدَدٍ,,أَكْتُبُ الأَرْضَ عَلَىٰ عِيدٍّ عَوْمِلٍ أَهْمُّها ارْتِفاع عَدْدٌ,,,
424,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1851x252 at 0x749AAE1A2150>,القُطْبَيْنِ (منطقه بَيْضاءَ ثلجيه) وَهٰذا ما يُتِيح نِسْبَةَ,,"""الْمَجْبُورُ (رَطَبٌ مِنْ حِضْرَةِ نَابِيِه) وَ هُوَ أَحْسَنُ إِلَيْهِ""",,,
425,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1656x243 at 0x749AAE1A26D0>,كَنَتِيجَةٍ لِزِيادَةِ اِنْبِعاثات غازات الصَوْبَة الخَضْراءِ ،,,"""كتَّابَةٌ لِرِيَاذَةِ أَبْيعَاثَاتِ غَازَاتِ الصُّوَةِ الحَصْرِيَّةِ،""",,,
426,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1000x130 at 0x749AAE1A2C50>,فَنَحْنُ أَيْضاً نَسْره بِالقَوْلِ وَنَأْمُر لَهُ بِالجَوائِز وَإِن,,"""فَمَنْ خَلَّهُ بِالقَوْلِ وَنَأْمُرُ لَهُ بِاَخْجُورٍ وَكَيْفَ يَعْلَمُ الْغَيْبَ وَيَعْلَمُ الْحَقَّ وَيَعْلَمُ الْمُتَّقِينَ""",,,
427,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=812x136 at 0x749AAE1A31D0>,صَنَعَتْهُ وَلا تَنْتَفِع به. فَيَنْبَغِي لِمَن يَطْلُب العِلْمِ,,صَنَعَهُ وَلَا سَتَقْعُ بهِ. مَيْنَدَخِي لَمْ يَطْلُبُ العِندُ,,,
428,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1323x177 at 0x749AAE1A3750>,مِن سَطْحِ الأَرْضِ . كَما وَأَنَّ غازات الاحتبن,,"""نَسْطُحُ الأَرْضِ كَأَوَّلَ عَارِزَاتِ الْحَيَوَانِ""",,,
429,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1058x128 at 0x749AAE1A3CD0>,وَالنَحْتِ البارز، وَالزُجاج الملون، وَإِلَى أَيّ حَدٍّ أَثَّرَت,,وَالنُّحْتُ الْبِيَارِزٌ وَالْزُّجَاجُ المُسْلُومٌ، وَإِلَى أَيْ حَدٍّ أَكْرَت,,,
430,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=630x134 at 0x749AAE1B0290>,خ ض، ب س ش، ص غ ه,,ح ض، ب س ش، ص غ ه,,,
431,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=829x110 at 0x749AAE1B0810>,اقداح. فَلا يَصِير فِي يَدِهِ عَلَى الوَجْهَيْنِ قَلِيلٍ,,"""قدّم. فَإِذْ يَصْبِرُ فِي يَدِهِ عَلَى الوجُهِينِ قَلِيلٌ اقتدا.""",,,
432,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=745x126 at 0x749AAE1B0D90>,العِلْمِ وَ التِكْنُولُوجِيا حَتَّى يَخْدُمانِ الإِنْسانِ وَ لا,,"""العلمُ رَباعُقوِرُ جيا عَشَى حُذُوماتِ اِرْناشابِكُنَّ""",,,
433,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1150x135 at 0x749AAE1B1310>,الواسِعَةِ الفاصِلَةُ بَيِّنَ العِراقِ والشام، أَيّ الياديه المَعْرُوفَةِ,,"""الواحدة الثامنة تُعتبر لغويًا دلتاً، أي بالإيديو أكثر دقة.""",,,
434,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=946x101 at 0x749AAE1B1890>,سجاده: إِن مِن المراوزه إِذا لَبِسُوا الخَفاف فِي,,"""إِنْ جَرَنْ مِنْ أَمْرِهِ ذَاكَ لَبُسُوْا الْخَفَّافِينَ""",,,
435,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1119x178 at 0x749AAE1B1E10>,عَلَى وُجُوهِ الاموال، وَضُرُوب الجبايات، وَيَكُون واصَلَ إِلَيهِ,,"""عَلَى ذُجُورِهِ الْمُوَلَّدِ وَطُرُقِ الْجِبَابِاتِ وَكُونَ رَاصِلًا إِلَيْهِ""",,,
436,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=283x89 at 0x749AAE1B2390>,التَنْمِيَةِ المَحَلِّيَّةِ,,"""لتشتيئة لحُلية""",,,
437,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1200x131 at 0x749AAE1B2910>,"بِعَضُّهُم كِذْباً يُخالِف أَبْسَطِ قَواعِدَ المنطق،وما رَمْيِ ""ابن",,"""بعضهم كذبًا يدخل في أبسط قاعدة المنطقة وما رُميّ""",,,
438,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1225x226 at 0x749AAE1B2E90>,إِسْبانِيّا ‐ يَتَّجِه الإِسْبان إِلَى جَعَلَ إِلْزامِيّه التَعْلِيمِ,,إِشْبَانِيَا يَتَّجَهُ الإِشْبَانَ إِلَى جَعَلِ الزَّمَامِيَّة التَّعْلِيمِ,,,
439,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x121 at 0x749AAE1B3410>,إِذ تَسْقُط أَشِعَّة الشَمْسِ بِشَكْلٍ عَمُودَيَّ أَو شِبْهِ,,"""إِذْ تَسْتَشْفُظُّ أَبْيَضَةٌ لَّلْشَّمْسِ بِشَكْلِ عَوْدَةٍ أُوْ شِئْنَ""",,,
440,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1057x147 at 0x749AAE1B3990>,تَرُدّ شَهادَته وترفض، وَكَما وَرَدَّ فِي الأَمْثال العَرَبِيَّةِ,,"""تُرِدُ شهادته وتُرفض، وكما رُدَّ في الأمثال العربية.""",,,
441,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=915x123 at 0x749AAE1B3F10>,ثُمَّ اِنْدَفَعَ شَيْخُ مِنهُم فَقالَ يا قَوْمِ لا,,"""فَقَالَ يَا قُرْآنُ لا شَيْئٌ إِنَّا نَفْعُ مِنْهُمْ فَقَالَ""",,,
442,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=737x135 at 0x749AAE1B44D0>,فِي بِطُنّ الوادِي ، وَفِي وَقْتٍ مِن الأَوْقات,,في بطن الوادي، وفي وقت من الأوقات,,,
443,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=943x104 at 0x749AAE1B4A50>,بَيِّنَ مُؤَشِّراتها : الهَدْر المدرسي، وَعَوْدَةِ المُنْقَطِعَيْنِ عَن,,"""وَعُدْنَاهُمْ أَيُّهَا النَّبِيُّ صَالِحَينَ عَنْ مَوْتٍ وَمَوْتٍ لِّلرَّحْمَةِ""",,,
444,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1307x161 at 0x749AAE1B4FD0>,فَإِذا حانَ وَقْتٍ النَوْم وَضَعَت الحَشِيّات عَلَى الأَرْضِ,,"""وَأُولَئِكَ هُمُ الْمُقْرِطُونَ وَأُولَئِكَ رَضُوْنَ اللهُ وَرَضُوا بِالْحَيَاةِ الدُّنْيَا وَالْجَنَّةِ إِنَّ اللَّهَ يَعْلَمُ مَا تَخْشَىُّونَ""",,,
445,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1346x159 at 0x749AAE1B5550>,وَبَيْنَما يَمِيل البَعْضُ إِلَى عَدَمِ التَمْيِيزِ ما بَيِّنَ,,وَبِيَنَّمَا يَمْيَلُ الْتَبْغُضُ إِلَى عَدَمِ التَّفْصِيَزِ مَا تَبِينَ,,,
446,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=889x146 at 0x749AAE1B5AD0>,الخَزَف أَو الخَشَبِ أَو الجِصّ بُعْدَ أَنَّ أَقَرّاها,,"""الحِرف أو الحشيش أو الحض بُعد أن أقرّاها""",,,
447,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1175x179 at 0x749AAE1B6050>,ذاتِ قُدْوَة فِي النَقْدِ وَ التَمَيُّز بَيِّنَ الصَحِيحِ,,ذات قُدوة في التَّقْدِر و التَّمَيُّز تَبِينَ الصحيح,,,
448,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1788x202 at 0x749AAE1B65D0>,المقبوله؟ أَو أَنَّ السُرادِق أُقِيمَ عَلَى حَقْلِ موحل؟,,"```
الْيَوْمِ أَنْتُمْ أَلَّا تَكُونُوا مِنَ الْمُهْدِيِينَ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذَا قَالَتْ لِلْجَبَالِ أَنْ كُنتُمْ مُدْخَنَاتٌ
إِذ",,,
449,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1040x147 at 0x749AAE1B6B50>,وَهِيَ غَيْرِ السُلالَة فِي الحَيَواناتِ الأُخْرَى وَالَّتِي جاءَت,,"""وَهَيْ عَمَّى الشَّلَالَةِ فِي الصَّيَانَاتِ الأُخْرَى وَالثَّي جَاءَت""",,,
450,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x125 at 0x749AAE1B70D0>,الكَيْفِيَّةِ الَّتِي تَنْتَقِل بِها هٰذِهِ الإِشْعاعات عَبْرَ الأَوْساطُ,,الكيفية التي تتّبَعُ بها هذه الإشعاعات تَعزِز الأوساط,,,
451,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1250x126 at 0x749AAE1B7690>,ثَمانِيَةِ أَعْوامٍ فِي حالَةِ الأَشْجارِ القَزَمِيَّة وبعدخمسه عَشَرَ,,"""نُموذجية تُعد مُستوىً يُمكن أن يكون دقيقًا وبهذا""

This translates to English as:

""A model can be considered a level that can be accurate and precise.""",,,
452,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1126x177 at 0x749AAE1B7BD0>,وَأَطْرَف مِن ذٰلِكَ أَنَّ الكَلِمَةِ عَرَبِيَّةٍ المبني، وَهِيَ,,وَأَطْرَفُ مِن ذَٰلِكَ أَقْلَ الكَتَّابَةِ عَرَبِيَّةٌ المَبْنِي، وَهِيَ,,,
453,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x114 at 0x749AAE1C0190>,ساحِل البَحْرِ الأَحْمَرِ بِالقُرْبِ مِن قَرْيَةِ قوزع الجعافره,,"""ساحل البحر الأحمر بالقرب من قرية توزو الجعافرة""",,,
454,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1393x193 at 0x749AAE1C0710>,وَالجُسُور اقدامه، يَمُرّ ماءِ العُيُونُ عَلَى كُلِّ دارِ,,وَ لِجُسُورِ اقْدَامِهِ، يُمْرُّ ماءُ العينينْ عَلَيْكُمْ دارٍ,,,
455,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1653x190 at 0x749AAE1C0C90>,وَعَن أُناس زَعَمُوا أَنَّهُم عاشُوا دَهْراً طَوِيلاً قِبَلَ,,"""وَعُنِّا نَاسًا زَعِيمًا أَمْهُ عَاشُوا دَهْرًا طِويلاً قَبْلَ""",,,
456,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=934x128 at 0x749AAE1C1210>,"هٰذِهِ الملاخطه الَّتِي تُؤَيِّد رِوايَةٍ ""ابن الكلبي"" المتقدمه‐",,"""وجهة الميل نظرة أتيد تُريد رؤية"" لـ ""الحلية المتقدمة""",,,
457,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1150x175 at 0x749AAE1C1790>,مِن المسجه فِي طَرَفٍ الفَتِيلَة لا يَنْفكَ مِن,,من المسجد في طرف القبلة لا يُنفَك من,,,
458,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x113 at 0x749AAE1C1D10>,نِقاشٍ مُوسِعٌ وَسَطَ أَجْواءِ وُدِّيَّةٍ حَوْلَ تِلْكَ الخطط،,,"""نُقاش موضوع وسَبب أجزاء وُديّة حُزّر تلك الخطط.""",,,
459,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=533x212 at 0x749AAE1C2290>,الضائِعِ بِكَثِيرٍ,,"""الضائع بكثير""",,,
460,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1044x113 at 0x749AAE1C2810>,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,,آخر عند وصولنا طُفنا وسعينا مع شيخ. كان جاري في,,,
461,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=782x121 at 0x749AAE1C2D90>,وَفَعّالٍ . وَكانَت تِلْكَ الفَتْرَةِ ( فَتْرَةٍ الخَمْسِيناتِ,,وَكَانَتْ تُلِيَّةُ الْمَدْرِسَةِ (صَوْرَةٌ لِلخَدْمَةِ) سَنَايَاتٍ,,,
462,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2209x211 at 0x749AAE1C3310>,وَإِخْلاص وذكاء، مِمّا أَكْسِبه ثِقَةِ القياده، وَحُبِّ الناس،,,وَ خُلَّصَ وَذَٰكِرًا، مِمَّا أُكْسِبَ ثَقَبَ الْقِيَادِينَ، وَ خُتَّ النَّاسُ،,,,
463,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1159x174 at 0x749AAE1C3890>,وَلَعَلَّ أَكْثَرَ تِلْكَ الأَنْظِمَةِ شُيُوعاً هُوَ أَنَّ,,"""وَكُلٌّ كَفَرَ بِذَنْبِهِ الْأُظُهُرِ وَشُيُوبَ عَهْدِهِ""",,,
464,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1190x146 at 0x749AAE1C3E10>,وَطالَما تَحَطَّمَت عَلَيها السُفُنِ المنكوبه، فَتَكُون طَعاماً للبحر،,,وَطَالَما نَحْصَلْتَ عَلَيْهَا السُّؤُولَ المُنخُوِّةٌ طَعَامًا لِلْبَدْوِ,,,
465,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1085x132 at 0x749AAE1D03D0>,جِسْمَ المُجْتَمَعِ مِن الفَسادِ وَالمَرَض كانَ مِن الحَزْمِ,,"""جُسْمَ المُجْتَمِعِ مِنْ الْفَسَادِ وَالْفَرَضِ كَانَ مِنَ الْخَزَّيْنِ""",,,
466,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x116 at 0x749AAE1D0950>,كَما يَدُلّ عِلْيَةِ اِسْمه الفارِسِيِّ مِن العِراقِ اِسْتَوْرَدَ,,كما يُذكر عِليّة إسحَمِه الفَارِسيُّ جَنَّ العَبْرَةِ، استُخرِزَة,,,
467,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=710x133 at 0x749AAE1D0ED0>,خ ض ب س ش ص غ ه,,"""خض بس ش ص غ ٥""",,,
468,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=999x109 at 0x749AAE1D1450>,بِالأُرَف بِشَكْلٍ كامِلٍ وَنَفْصِلها عَن الفَضاءِ الكنوي,,بُهْرَفٍ بِشَكْلٍ كَمِيلٍ وَنُفُسِي لَهَا عَنِ الْفَضْلِ الْكَبِيرِ,,,
469,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1886x241 at 0x749AAE1D19D0>,لِيُصْبِح أَحَدُ أَهَمَّ رُمُوزِ التَنْمِيَةِ فِي البِلادِ وَلَعَلَّهُ,,"""لَيصبحُ أَحْدُ هُمْ رَمْزَ التَّصْمِيمِ فِي الْبَيَانِ وَعِيَاءٌ""",,,
470,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=347x104 at 0x749AAE1D1F50>,مَعْلُوماتٍ سَطْحِيَّةٍ,,"""صفحة معلومات""",,,
471,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=756x149 at 0x749AAE1D24D0>,البَحْرِ فَتَدَفُّق عُيُوناً فِي قاعه، كَالذي نُشاهِده فِي,,"""البُحْرِ فَتَدُّقُ عُيُونًا في قاعه، كالذي نُشأاهده في""",,,
472,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1263x225 at 0x749AAE1D2A50>,الكتاب، تَجِد أَنَّ ما ذَكَرُوهُ عَنها وَعَنهُم يَتَحَدَّث,,"""لِتَبْحُثُ أَنْ كُنَّا ذَرَوْهُ عَنْدَنَا وَ عَنْدَمَا يَجِدُونَ""",,,
473,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x107 at 0x749AAE1D2FD0>,البُلْدانِ المُجاوِرَةِ وَلا تَقِف عِنْدَ حُدُودِ دَوْلَةٍ بِعَيْنِها,,"""الله أعلم""",,,
474,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=753x100 at 0x749AAE1D3550>,مشمس، دراق، غيظ، ناء ،بث ،نسر,,مشمس، دراق، غيظ، ناع، بث، نسر,,,
475,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=937x163 at 0x749AAE1D3AD0>,المتصور، هُوَ وَهُم وخطا، فَقَد سَكَن العَرَبِ فِي,,المتصور، هو وهم وخطأ فقد سكن العزب في,,,
476,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1276x162 at 0x749AAE1DC090>,فِي اِسْتِخْدامِ المحروقات. وَقَد قامَ الفَرِيقِ الأَلْمانِيُّ بِتَرْكِيب,,في إنجازهم للحروقات. وقد قام الفريق الإسلامي بتركيب,,,
477,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1038x161 at 0x749AAE1DC610>,مَوْضِعا تَحْتَ شَجَرَةَ وَسَطَ خُضَره وَعَلَى ماءِ جار.,,"""فَوْضِعَا تَحْتَ شَجَرَةٍ وَشَطَرَ خُضْرَةٍ وَعَلَى مَاءِ جَارٍ""",,,
478,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1198x150 at 0x749AAE1DCB90>,فَهُم بِذٰلِكَ يَصْنَعُونَ الحَياةِ بِهُدُوءِ وَيَصُوغُونَها ببطء،,,"""قَفْمِ بِالكَيْفِ يُضْعُفُونَ الخَيْداً يُهْلُو وَيُصُوحُنَّا بِطَاءٍ""",,,
479,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=693x116 at 0x749AAE1DD110>,العِلْمِ بَل تُطِلّ قِيَماً فاضَلَهُ ثابته.,,"""العِمْلُ بَل تَطْلَقُ قَيْمَاً فَاضِمه ثَابِتَهُ.""",,,
480,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1099x157 at 0x749AAE1DD6D0>,مِمّا لا فائِدَة مِنهُ بالاساس. وَإِذا كانَ أَعْظَمُ,,مِّنْهَا فَأَنْكَدَةٌ مِّنْهُ بِالْمَسَاسِ، وَإِذَا كَانَ أَعْظَمُ,,,
481,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=422x104 at 0x749AAE1DDC10>,ملايين، فِي المُعَدَّلِ المتوسط،,,"""ملايين، في المتوسط، المُعدّل""",,,
482,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=950x139 at 0x749AAE1DE190>,لتكوين ذره واحدة من الهليوم,,"""للتعرف على زهرة واحدة من الهليون""",,,
483,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=776x123 at 0x749AAE1DE710>,لَهُ أَنَّ يَزِيد حُمُوضَة المِياهِ مِمّا قَد يُؤَثِّر,,"""أَنْ يُزِيد حُمُوْضة المياه مِنْ قَد يُوْرِّثُة أَنْ""",,,
484,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1035x141 at 0x749AAE1DEC90>,"فَإِنَّ ""العيش معا""، كَمَبْدَأ مُمَيَّزٍ اِسْتَطاعَ أَنَّ يَنْبَثِق",,"""فَإِنَّ 'العيش معا' كَمْبَدًا مُقَيِّرٍ إِسْتَطَاعَ أَنْ يَثْبِتَ""",,,
485,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1039x120 at 0x749AAE1DF210>,دَقِيقَةً عَن أَنْواعِ الحَيَواناتِ الَّتِي عاشَت فِي جَزِيرَةِ,,"""دَعْوَةٌ عُمُرَانِيَّةٌ، هَذَا أَشْتَرَىُّ وَأَسْتَخْرَجْتُ""",,,
486,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1371x120 at 0x749AAE1DF790>,"""طيء"" وَلِكَلِمَة ""تازي"" فِي الفارِسِيَّة مَعْنَى ""صحراوي""، مِن",,"""صريح ""وُكَلَّةَ ""تَزَيْ"" في الفارِسِيَّةِ مُعْذَرٌ ""صدروي"" بين""",,,
487,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x102 at 0x749AAE1DFD10>,مِن يَعْتَمِدُونَ عَلَى غيرهم، وَكانَت هَيْئاتِ تَعْمَل صَراحَةً,,"""مَا يَفْتَحُونَ عَلَىٰ يَوْمِهِمْ وَطَافَّةٌ هُبَابٌ أَنْفَقَّوا صَرَاخًا""",,,
488,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1467x131 at 0x749AAE1E42D0>,تَدْرِيسِ اللُغَةِ الصِينِيَّةِ وَإِعْدادِ مُدَرِّسَيَّ الصِينِيَّةِ مِن المِصْرِيِّينَ,,"""تدّريس اللغة الصينية واعداد مدرّبين الصينية من المصريين""",,,
489,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1207x167 at 0x749AAE1E4850>,"الجماعي, وَمِن لا يَمْلِك زَرْعاً يَسْتَطِيع فِي هٰذا",,الجماعي، وَمِنْ لا يَمْلك زَرْعًا يَسْتَطيع في هذا,,,
490,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=698x114 at 0x749AAE1E4DD0>,اخري، وَهٰكَذا تَنَوَّعَت التسميات.,,"""اخرى، فهكذا تُوَّجَت التسهيلايات.""",,,
491,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x110 at 0x749AAE1E5350>,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,,"""وَتَشْقَقُ هَذَا العِزَّ لَا يَشْقَقُ وَلَا يَسْقَعُ""",,,
492,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=668x110 at 0x749AAE1E58D0>,المُخْتَلِفَةِ ( غازِ أَو سائِل أَو صُلْبِ ),,مُخْتَلِفَةٌ (غاز أو سائل أو صلب),,,
